shoulder_angle,head_offset_x,head_offset_y,left_wrist_dist,right_wrist_dist,wrist_velocity_avg,zone_motion_score,label
90.0,1.4131,3.9334,9.1538,6.3523,0.4428,0.0,0
90.0,0.5289,1.4668,4.3324,2.5535,0.3602,0.0,0
15.8237,0.4136,0.3337,4.9945,5.4567,1.0676,0.0,0
90.0,0.4254,1.7517,5.7375,6.8649,0.3608,0.0,0
0.0,0.0126,0.201,0.7486,0.6616,0.3017,0.0,0
90.0,0.7925,4.4357,7.7959,6.703,0.2003,0.0,0
90.0,1.5177,4.7374,10.5603,8.8377,0.554,0.0,0
90.0,0.3732,2.2432,5.1182,3.4898,0.435,0.0,0
90.0,0.0495,1.1049,2.3126,0.7856,0.5461,0.0,0
90.0,0.181,1.1298,2.2268,1.3057,0.3852,0.0,0
90.0,0.5502,2.0936,5.0482,4.1938,0.6209,0.0,0
90.0,0.0061,0.7876,2.4858,1.3638,0.5238,0.0,0
90.0,0.095,0.5231,0.7617,0.6919,0.5929,0.0,0
90.0,0.1074,0.6126,1.3176,0.2089,0.6638,0.0,0
90.0,0.1962,0.801,1.5771,0.967,0.5591,0.0,0
90.0,0.0076,0.8054,1.8236,0.3835,0.6816,0.0,0
90.0,0.0375,0.6632,1.4125,0.3119,0.1411,0.0,0
90.0,0.0706,1.2106,2.4694,1.92,0.7571,0.0,0
90.0,0.0073,0.8027,0.9665,1.5134,1.3993,0.0,0
90.0,0.4885,1.7873,3.3327,1.8505,1.0343,0.0,0
90.0,0.381,0.6852,1.384,0.9769,0.7118,0.0,0
90.0,0.0764,1.3865,2.8978,1.3691,1.0628,0.0,0
90.0,0.3581,1.1109,2.9521,2.3228,0.6507,0.0,0
90.0,0.236,1.3332,2.4715,1.7086,0.3052,0.0,0
90.0,0.057,1.9399,4.2278,3.2155,0.8744,0.0,0
90.0,0.0869,1.4655,3.7626,2.0869,0.8827,0.0,0
90.0,0.2237,1.4346,3.2577,2.1804,0.7051,0.0,0
90.0,0.2013,1.023,1.4449,1.1909,0.3619,0.0,0
90.0,0.0193,1.4075,3.152,2.2043,0.4303,0.0,0
90.0,0.0985,0.6385,0.7573,0.4404,0.6352,0.0,0
90.0,0.1971,1.2087,2.7491,0.8949,0.6341,0.0,0
90.0,0.1197,0.856,2.0145,0.894,0.2228,0.0,0
90.0,0.1197,0.856,2.0145,0.894,0.0,0.0,0
90.0,0.0649,0.7436,1.3937,0.4112,0.7098,0.0,0
90.0,3.2867,6.6072,15.9807,12.8992,1.201,0.0,0
90.0,0.0567,0.8505,1.6711,0.5986,0.7843,0.0,0
90.0,0.0198,1.606,3.1198,2.0708,0.4565,0.0,0
90.0,0.4074,1.2154,3.5528,3.5157,0.3836,0.0,0
90.0,0.2399,1.5805,3.4898,1.9534,0.6004,0.0,0
90.0,0.1455,0.9704,1.8869,0.4868,0.2349,0.0,0
90.0,0.1606,0.5667,0.9459,0.3286,0.3786,0.0,0
90.0,0.0309,2.3895,4.9574,3.3349,0.4688,0.0,0
90.0,0.0382,0.7433,1.1358,0.6263,0.9731,0.0,0
90.0,0.1521,1.0545,2.9535,1.9998,0.8785,0.0,0
90.0,0.6652,3.1497,5.4745,3.0732,0.4314,0.0,0
90.0,0.0097,0.7162,1.5192,1.1066,0.9019,0.0,0
90.0,0.2039,0.9655,2.5624,1.3614,0.9873,0.0,0
90.0,0.2039,0.9655,2.5624,1.3614,0.0,0.0,0
90.0,0.0393,1.2062,2.3303,1.2097,0.3781,0.0,0
90.0,0.366,1.3729,3.4471,1.7648,0.3874,0.0,0
90.0,0.5172,3.2428,5.5378,3.8962,0.7239,0.0,0
90.0,0.722,3.359,10.7547,9.9607,0.7599,0.0,0
90.0,0.1535,1.2161,2.9656,2.2928,0.4592,0.0,0
90.0,0.0243,0.7119,1.2288,0.7605,1.4409,0.0,0
90.0,0.1222,0.4697,0.9568,0.7566,0.2028,0.0,0
90.0,0.4145,0.8673,2.3615,2.1212,0.6382,0.0,0
90.0,0.0624,0.7471,1.5287,0.8298,0.6756,0.0,0
90.0,0.0024,0.5022,0.9751,0.7686,0.8874,0.0,0
90.0,0.1242,0.5523,1.1181,0.4723,0.148,0.0,0
90.0,0.0389,0.7552,1.2894,0.2886,0.2476,0.0,0
90.0,0.0389,0.7552,1.2894,0.2886,0.0,0.0,0
90.0,0.0487,0.4486,1.2504,0.3832,0.2418,0.0,0
90.0,0.451,3.2458,6.315,4.2863,0.6391,0.0,0
90.0,0.1449,0.6065,1.2015,0.3253,0.7711,0.0,0
90.0,0.0634,0.7628,1.3258,0.7951,0.4307,0.0,0
90.0,0.0234,0.4431,0.7914,0.2841,0.2591,0.0,0
90.0,0.0999,1.0486,2.0878,0.5067,0.3939,0.0,0
90.0,0.2087,1.2454,3.0318,0.7434,0.1786,0.0,0
90.0,0.022,0.7752,1.535,0.2493,0.3786,0.0,0
90.0,0.2617,1.0901,2.2077,0.6267,0.6033,0.0,0
90.0,0.1423,0.3948,0.835,0.2161,0.2414,0.0,0
90.0,0.0471,1.1055,1.489,0.4802,0.404,0.0,0
90.0,0.3244,1.4397,3.817,3.3029,0.9873,0.0,0
90.0,0.3244,1.4397,3.817,3.3029,0.0,0.0,0
90.0,0.2773,1.1296,2.3027,0.9094,1.0073,0.0,0
90.0,0.5271,1.9235,3.7743,1.4401,0.8121,0.0,0
90.0,0.0475,0.5739,0.7433,0.6575,0.4945,0.0,0
90.0,0.1628,0.5719,0.96,0.9094,0.4152,0.0,0
90.0,0.0069,0.6094,1.7751,0.6262,0.7904,0.0,0
90.0,0.0236,0.5914,0.9047,0.5454,0.8482,0.0,0
90.0,0.0414,0.494,0.9979,0.6407,0.1221,0.0,0
90.0,0.066,1.0176,1.9808,0.8596,0.4874,0.0,0
90.0,0.1587,0.9662,1.8388,0.4986,0.4304,0.0,0
90.0,0.5106,1.5537,3.6983,1.4079,0.5228,0.0,0
90.0,0.0528,0.5576,0.8818,1.2983,1.1148,0.0,0
90.0,0.11,0.4465,0.7341,0.6194,0.971,0.0,0
90.0,0.049,0.5251,0.8436,1.2279,0.5818,0.0,0
90.0,0.049,0.5251,0.8436,1.2279,0.0,0.0,0
90.0,0.0197,0.7142,1.1637,0.1977,0.419,0.0,0
90.0,0.153,1.2445,2.4324,1.5478,0.5779,0.0,0
90.0,0.0607,1.6813,2.9275,1.6083,0.1908,0.0,0
90.0,0.0745,0.3261,0.475,0.878,0.5258,0.0,0
90.0,0.0002,0.516,1.0933,0.7209,0.4255,0.0,0
90.0,0.6061,1.6066,3.1208,2.0736,1.016,0.0,0
90.0,0.0752,0.343,0.6954,0.5725,0.8875,0.0,0
90.0,0.0173,0.6208,1.0996,0.4504,0.157,0.0,0
90.0,0.0156,0.5901,0.7698,0.6621,0.4696,0.0,0
90.0,0.0195,0.4467,0.9818,0.7107,0.2948,0.0,0
90.0,0.0724,0.7249,1.2717,0.8052,0.2313,0.0,0
90.0,0.1045,0.5653,1.4309,0.1692,0.5281,0.0,0
90.0,0.1045,0.5653,1.4309,0.1692,0.0,0.0,0
90.0,0.0477,0.6934,1.3747,0.6414,0.6292,0.0,0
90.0,0.0246,0.5817,1.0623,0.8565,1.0272,0.0,0
90.0,0.3253,1.3599,3.3025,1.1615,0.3521,0.0,0
90.0,0.0494,0.535,0.8033,0.3387,0.3569,0.0,0
90.0,0.0251,0.6091,1.3208,0.2345,0.2826,0.0,0
90.0,0.1043,0.432,0.7793,0.7617,0.2503,0.0,0
90.0,0.0098,0.5448,0.6656,0.6306,0.429,0.0,0
90.0,0.0171,0.4896,1.4291,0.278,0.2003,0.0,0
90.0,0.0638,0.566,1.3981,0.3519,0.1661,0.0,0
90.0,0.0569,0.4905,0.6431,0.6505,0.4192,0.0,0
90.0,0.05,0.4109,0.4722,0.4002,0.1186,0.0,0
90.0,0.0746,0.6424,0.9308,0.5959,0.4163,0.0,0
90.0,0.0746,0.6424,0.9308,0.5959,0.0,0.0,0
90.0,0.3773,1.153,3.0904,1.7875,0.5655,0.0,0
90.0,0.0969,0.5507,1.4062,1.5986,0.6701,0.0,0
90.0,0.1206,0.3659,0.5822,0.6776,0.3945,0.0,0
90.0,0.7856,3.5289,10.099,8.4847,1.0444,0.0,0
90.0,0.7064,1.4308,5.0722,4.6929,0.7549,0.0,0
90.0,1.6695,3.744,10.8584,10.0987,0.6808,0.0,0
90.0,0.1774,1.3412,3.5931,2.6618,0.8908,0.0,0
90.0,0.1052,0.8556,0.5161,0.86,0.7225,0.0,0
90.0,0.0633,0.6909,2.0391,2.513,0.3435,0.0,0
90.0,0.0579,0.7617,1.515,1.9543,0.1705,0.0,0
90.0,0.043,0.7258,1.3132,2.0609,0.2917,0.0,0
90.0,0.0333,0.6808,0.9317,1.8827,0.6482,0.0,0
90.0,0.1763,0.5165,0.7657,1.9173,0.4746,0.0,0
90.0,0.0833,1.0747,1.7993,2.2849,0.3754,0.0,0
90.0,0.1634,2.6891,7.4176,6.1265,0.4556,0.0,0
90.0,0.127,0.8255,1.7708,2.3496,0.3655,0.0,0
90.0,0.5061,2.6759,5.0435,3.8201,0.7469,0.0,0
90.0,0.0521,1.492,2.5607,2.6279,0.9194,0.0,0
90.0,0.0831,1.1896,2.1353,2.2308,0.4105,0.0,0
90.0,0.612,1.7589,7.405,8.3691,0.9242,0.0,0
90.0,2.7319,1.8926,17.667,18.0053,0.837,0.0,0
90.0,2.2823,2.8825,14.771,18.9273,0.479,0.0,0
90.0,0.2482,4.0351,9.4931,6.2836,1.4673,0.0,0
90.0,0.2206,2.4427,11.2164,10.9724,1.0435,0.0,0
90.0,0.0538,2.9605,8.302,7.7045,1.0468,0.0,0
90.0,2.8147,10.4516,20.9137,21.1125,0.571,0.0,0
50.5198,6.0973,9.75,51.183,57.1498,1.1406,0.0,0
90.0,0.0945,0.8867,1.5019,2.1018,1.7725,0.0,0
90.0,0.0222,0.8601,1.641,1.9969,0.6972,0.0,0
90.0,0.076,0.4155,0.9745,1.5755,0.6176,0.0,0
90.0,0.2661,0.9162,1.1113,2.0044,0.9083,0.0,0
90.0,0.6532,5.1124,14.578,12.7837,1.0956,0.0,0
90.0,2.1355,5.1331,14.7412,9.1922,0.522,0.0,0
90.0,0.1045,1.0075,1.9442,2.1391,1.5387,0.0,0
90.0,0.4989,3.3367,7.9206,6.2739,1.0672,0.0,0
34.3401,4.7096,10.1911,47.253,45.0082,0.7798,0.0,0
90.0,1.1328,3.0556,8.0519,11.0286,1.9532,0.0,0
90.0,0.1594,1.2017,4.4924,5.2933,0.8337,0.0,0
90.0,0.9734,7.8482,20.9817,15.8499,1.0436,0.0,0
90.0,0.0537,1.4801,2.8104,1.7511,0.1781,0.0,0
90.0,1.2828,6.093,13.6054,14.4695,1.3619,0.0,0
90.0,1.0396,1.7504,11.4075,10.7795,0.8735,0.0,0
90.0,2.4526,8.0004,25.364,21.9641,0.3853,0.0,0
0.0,0.1504,0.2043,1.1211,1.1792,0.7226,0.0,0
90.0,0.252,1.2348,8.9683,9.3408,0.8967,0.0,0
90.0,0.1923,2.8045,7.5279,10.2559,1.4237,0.0,0
90.0,0.3469,1.1621,4.4004,5.6648,2.1322,0.0,0
90.0,0.979,0.5423,5.1286,6.5258,0.9419,0.0,0
90.0,1.0916,0.4576,8.2029,8.5069,0.6849,0.0,0
90.0,1.056,1.4705,7.5693,8.9877,0.7676,0.0,0
90.0,0.8372,1.6427,5.1321,6.1497,0.8556,0.0,0
90.0,0.1608,7.2792,18.4718,15.3214,0.4285,0.0,0
90.0,0.1307,1.2199,1.5609,2.5134,1.073,0.0,0
90.0,0.0414,1.2828,2.8084,2.271,0.8746,0.0,0
90.0,0.0636,1.737,3.1057,2.5361,0.1709,0.0,0
90.0,0.0741,1.358,1.7022,1.9019,0.5018,0.0,0
90.0,0.2594,2.5804,3.4644,2.5184,0.3498,0.0,0
90.0,0.0696,1.3169,1.5694,1.9525,1.0164,0.0,0
90.0,0.6788,3.4558,4.7695,3.8558,1.2451,0.0,0
90.0,0.2977,2.4117,5.2184,3.4171,0.5254,0.0,0
90.0,0.1006,1.4031,1.9489,1.9498,0.4015,0.0,0
90.0,0.5807,2.9691,5.8538,5.5914,0.7361,0.0,0
90.0,0.0436,0.6237,4.2683,4.531,0.3843,0.0,0
90.0,0.0269,1.3409,3.0317,3.4681,0.5007,0.0,0
90.0,1.5617,7.4811,19.3435,22.7976,0.9994,0.0,0
90.0,0.6859,5.367,12.3246,14.2193,0.9125,0.0,0
90.0,0.0909,1.1563,1.8092,2.0613,1.4909,0.0,0
90.0,1.8583,4.3631,17.1134,19.2416,1.8876,0.0,0
90.0,1.9254,1.4734,12.221,12.6048,1.1403,0.0,0
90.0,0.3418,1.871,6.5336,5.7978,0.6408,0.0,0
90.0,4.6783,3.5317,34.5391,38.3426,0.6637,0.0,0
36.2307,7.4801,1.8509,38.8936,39.8544,0.9209,0.0,0
90.0,2.053,2.5073,16.8224,15.9534,0.4595,0.0,0
90.0,0.5126,4.0168,7.8277,5.9538,1.0439,0.0,0
5.2184,3.2045,11.9878,29.8724,17.1329,0.6123,0.0,0
90.0,2.4616,1.5298,14.7246,14.0635,0.9944,0.0,0
90.0,0.5145,3.2308,11.0025,8.9097,0.3819,0.0,0
90.0,3.2474,3.9997,22.6652,20.1758,2.2641,0.0,0
90.0,0.1115,0.7666,5.6272,4.9409,2.2308,0.0,0
90.0,1.4989,5.8033,14.7392,11.8656,0.8594,0.0,0
90.0,0.1181,2.7141,6.7389,5.0972,1.4375,0.0,0
90.0,0.5296,0.0464,3.6559,2.9986,1.7473,0.0,0
90.0,6.6485,4.2572,32.8791,31.0178,0.8318,0.0,0
90.0,2.0262,2.1992,15.383,17.0166,0.5362,0.0,0
90.0,1.3694,0.6256,11.0359,10.63,0.898,0.0,0
90.0,6.7249,4.3645,37.8327,33.2527,0.2557,0.0,0
90.0,0.1403,2.6056,8.1959,4.576,1.2084,0.0,0
90.0,0.8913,1.4144,11.8192,11.9749,0.8839,0.0,0
90.0,0.4174,0.0834,11.69,11.1355,0.5204,0.0,0
90.0,0.3105,1.6486,5.5185,4.2199,0.9468,0.0,0
90.0,0.9371,5.4608,14.8375,11.0715,0.1858,0.0,0
90.0,0.3989,1.25,3.6907,6.1554,1.5772,0.0,0
90.0,0.3982,1.4968,5.6589,4.5824,2.0403,0.0,0
90.0,0.8261,2.003,9.8397,9.9213,0.8157,0.0,0
71.4062,8.3629,0.9952,44.39,48.4135,0.5141,0.0,0
90.0,1.2737,0.0281,8.4415,9.3856,0.1985,0.0,0
90.0,0.7152,1.1979,8.7251,9.0936,1.0246,0.0,0
80.563,0.2018,13.3393,27.209,20.9897,0.5459,0.0,0
90.0,0.5833,1.0759,6.0211,5.7475,0.8231,0.0,0
90.0,0.4703,1.2718,9.1202,8.177,0.3839,0.0,0
90.0,1.2648,2.9773,13.3133,14.863,0.9642,0.0,0
90.0,2.8405,0.9918,22.5623,20.0248,0.828,0.0,0
90.0,1.546,0.5347,9.8872,9.82,0.3564,0.0,0
0.0,0.2007,0.0515,0.8547,0.991,0.7355,0.0,0
90.0,2.9281,0.7245,20.0628,19.5221,1.1016,0.0,0
90.0,0.2182,2.3665,5.1011,9.7567,1.9246,0.0,0
90.0,2.2116,1.4642,16.1216,16.0341,2.5396,0.0,0
90.0,2.9967,9.5665,28.1631,27.5603,1.5213,0.0,0
90.0,1.7198,2.6858,13.1815,12.8451,0.6707,0.0,0
90.0,1.6815,0.6654,8.7189,7.9057,0.9642,0.0,0
90.0,2.1877,0.5012,12.0678,10.8335,1.9075,0.0,0
90.0,0.8026,4.781,13.2161,11.2514,2.5096,0.0,0
90.0,1.5981,1.809,13.5197,13.457,0.9098,0.0,0
90.0,0.9578,1.3492,8.5082,8.8708,1.1908,0.0,0
90.0,0.0066,1.8647,4.6583,3.0735,0.7844,0.0,0
34.9936,8.9362,17.5807,41.3804,47.0966,0.6582,0.0,0
59.4008,4.8211,5.4547,18.4394,21.9394,0.406,0.0,0
90.0,7.5438,7.7479,41.3963,50.7998,0.3755,0.0,0
75.6512,3.5722,2.4702,20.1953,22.5966,0.4267,0.0,0
90.0,10.3806,1.8718,57.8113,68.2962,0.91,0.0,0
90.0,0.604,1.1347,1.9613,1.6621,1.5607,0.0,0
74.1528,3.5252,4.5209,13.2608,15.8641,0.7179,0.0,0
90.0,7.9836,0.8366,37.3041,44.9961,0.6254,0.0,0
13.2753,1.436,2.5398,4.7695,6.2833,0.6897,0.0,0
9.4263,0.9127,0.0357,4.1314,5.0285,0.8174,0.0,0
33.8916,2.4683,2.083,6.9509,8.4532,0.1991,0.0,0
90.0,2.9411,0.1754,10.4438,11.6709,0.4901,0.0,0
84.3781,5.4832,6.9875,26.7148,28.967,0.3624,0.0,0
0.0,0.2747,0.0588,1.1787,1.2858,0.7372,0.0,0
0.0,0.2099,0.0273,0.8926,1.0243,0.4888,0.0,0
51.0075,3.0259,7.1822,14.9055,18.3664,0.4942,0.0,0
90.0,2.6996,3.5236,10.1086,12.289,0.85,0.0,0
65.5576,4.0942,8.9586,14.1344,17.9899,0.4174,0.0,0
90.0,0.7532,1.4542,3.4113,3.3121,1.2787,0.0,0
21.3243,1.9253,13.7962,37.3542,37.2844,0.5677,0.0,0
19.1579,0.5136,1.9963,3.1121,3.9657,1.9834,0.0,0
90.0,1.2196,2.5866,5.9442,4.8528,1.5922,0.0,0
90.0,1.2196,2.5866,5.9442,4.8528,0.0,0.0,0
90.0,0.0447,1.4006,1.9383,1.1912,0.4915,0.0,0
35.3272,0.7143,2.2899,3.7721,6.0471,1.1487,0.0,0
90.0,1.4785,6.7993,14.1333,13.9805,0.9966,0.0,0
90.0,0.0101,1.0736,2.028,2.3682,0.8978,0.0,0
90.0,0.0861,1.3268,2.4076,2.8627,0.4447,0.0,0
90.0,0.1049,1.9759,4.8191,5.013,0.3943,0.0,0
90.0,0.3223,1.8909,3.3683,2.2568,0.3431,0.0,0
90.0,0.1192,0.89,2.4317,1.3536,0.7988,0.0,0
47.1668,1.1132,2.2964,5.2905,7.2794,2.4011,0.0,0
0.0,0.129,0.3807,0.7972,0.782,0.6375,0.0,0
0.0,0.129,0.3807,0.7972,0.782,0.0,0.0,0
90.0,0.8345,2.7295,2.8434,2.1502,0.8353,0.0,0
90.0,1.3354,8.8964,11.9139,15.4064,1.1372,0.0,0
36.8104,5.2313,4.2311,22.2377,26.4744,0.9027,0.0,0
90.0,0.5473,0.3579,5.0176,5.0253,0.6366,0.0,0
90.0,0.1183,1.1109,2.3862,1.2952,2.2638,0.0,0
11.0518,3.318,3.7358,11.7463,15.4709,4.496,0.0,0
90.0,0.1891,0.6574,1.797,0.6143,3.3408,0.0,0
45.9709,8.0056,9.3113,40.1187,38.1775,1.6557,0.0,0
90.0,6.1241,9.0811,24.0124,31.7148,0.5379,0.0,0
90.0,1.447,2.9733,9.1837,8.2745,1.0751,0.0,0
90.0,0.2346,1.1249,2.7286,1.401,2.4624,0.0,0
90.0,0.4532,0.2978,3.6617,4.0902,2.0244,0.0,0
90.0,0.9128,1.5045,7.1492,2.5521,1.3377,0.0,0
90.0,0.595,1.486,3.752,3.8141,1.7516,0.0,0
90.0,1.3728,1.3447,10.6139,10.1094,1.4403,0.0,0
90.0,3.3716,0.9193,17.3657,17.6765,0.8669,0.0,0
90.0,0.1215,1.1336,2.5917,1.7438,1.1955,0.0,0
90.0,0.3857,1.1529,3.4212,1.3712,0.2258,0.0,0
90.0,1.7677,1.0275,5.399,4.1434,2.306,0.0,0
0.0,0.1426,0.2567,0.6946,0.8919,1.4648,0.0,0
0.7132,3.0104,3.0341,16.7331,21.7958,1.4133,0.0,0
48.5211,0.984,1.654,3.211,5.0918,1.0745,0.0,0
90.0,1.5498,3.493,20.1654,23.3871,0.7844,0.0,0
90.0,0.1708,2.0457,4.4539,2.4925,0.7938,0.0,0
90.0,0.1708,2.0457,4.4539,2.4925,0.0,0.0,0
50.688,1.0709,1.5075,4.1455,5.507,1.5954,0.0,0
90.0,1.3657,1.4075,7.1278,5.8202,1.8149,0.0,0
90.0,0.9976,1.6955,6.3396,3.6388,0.78,0.0,0
90.0,4.9433,0.8205,26.628,27.7593,1.2082,0.0,0
90.0,0.7936,0.9918,6.2505,5.8221,0.7511,0.0,0
90.0,13.1762,20.4906,57.2834,67.9137,0.8231,0.0,0
56.2481,1.0727,2.0095,2.6808,6.1632,0.8948,0.0,0
90.0,1.6937,7.7749,13.2274,8.1003,1.7144,0.0,0
90.0,1.3004,1.3682,9.8658,11.3618,1.0197,0.0,0
90.0,0.3048,2.6838,6.369,5.1229,0.3336,0.0,0
90.0,10.5657,4.8457,46.8649,55.3629,1.6211,0.0,0
83.2618,16.67,17.5233,135.7316,148.5677,1.7341,0.0,0
83.2618,16.67,17.5233,135.7316,148.5677,0.0,0.0,0
0.0,0.1559,0.2803,0.9809,0.9286,0.8721,0.0,0
90.0,0.8294,0.3293,7.0879,5.7536,0.9787,0.0,0
90.0,0.1411,1.1588,3.0308,2.8884,1.1957,0.0,0
90.0,0.7719,1.7,1.6389,2.4116,0.4062,0.0,0
90.0,15.9914,3.1889,80.8133,100.0523,0.7942,0.0,0
90.0,0.1693,1.7449,2.4638,2.3269,1.5741,0.0,0
90.0,0.6058,2.0053,3.5366,2.611,0.4699,0.0,0
90.0,1.0753,2.4073,6.1579,6.0531,0.5237,0.0,0
0.0,0.1639,0.3346,1.0179,1.0175,1.4313,0.0,0
90.0,0.3049,2.0872,5.7794,4.5769,1.5497,0.0,0
90.0,0.0137,0.7158,1.2612,1.6498,1.179,0.0,0
90.0,0.1861,0.8476,1.9733,1.648,0.6574,0.0,0
90.0,0.1861,0.8476,1.9733,1.648,0.0,0.0,0
90.0,0.9777,3.3738,9.7632,7.6867,0.5688,0.0,0
90.0,2.1623,1.2735,16.0826,16.1117,0.8986,0.0,0
90.0,1.5536,2.8167,14.0662,11.8096,0.6118,0.0,0
90.0,0.0913,0.6867,1.2478,1.7751,1.4994,0.0,0
90.0,13.0706,24.2055,139.6483,132.744,1.1238,0.0,0
0.0,0.2365,0.0604,1.0889,1.1837,1.5817,0.0,0
90.0,6.9171,6.4166,48.6415,51.5069,0.3161,0.0,0
90.0,0.9124,1.4684,5.5728,4.1877,2.4796,0.0,0
90.0,4.1859,0.7137,19.4425,18.1117,1.8285,0.0,0
90.0,2.0346,3.3707,13.0157,10.8964,0.6018,0.0,0
90.0,0.1308,0.6868,1.1583,1.4562,2.349,0.0,0
90.0,4.0681,11.11,28.844,30.8256,1.2612,0.0,0
90.0,4.0681,11.11,28.844,30.8256,0.0,0.0,0
90.0,0.1974,0.6395,1.283,1.7389,1.0666,0.0,0
90.0,0.651,0.8849,3.0809,2.2142,0.8108,0.0,0
90.0,0.1476,0.4827,1.2847,1.8991,1.5586,0.0,0
90.0,0.083,1.086,1.3117,1.3772,0.5085,0.0,0
90.0,0.2558,0.6705,1.6798,1.9123,0.8117,0.0,0
90.0,0.2601,0.3537,0.4997,1.2991,0.65,0.0,0
90.0,0.1946,2.5126,6.6637,3.5516,1.3199,0.0,0
90.0,3.2983,5.1677,15.2388,15.0477,1.1663,0.0,0
90.0,0.0556,0.9163,1.0477,1.6253,2.0061,0.0,0
90.0,0.6403,1.5931,3.6352,3.7046,0.7424,0.0,0
90.0,0.1616,0.3422,0.9766,0.6515,0.9894,0.0,0
90.0,0.0843,2.2609,3.4486,2.647,1.0471,0.0,0
0.0,0.1905,0.2377,1.1344,1.125,1.4998,0.0,0
90.0,0.0302,1.0017,1.3656,1.8549,2.3839,0.0,0
90.0,0.0097,0.956,1.0186,1.2009,0.3275,0.0,0
90.0,1.3356,1.9302,7.741,8.2651,1.4514,0.0,0
90.0,1.6404,1.759,8.7212,8.7924,0.5625,0.0,0
90.0,0.4351,1.3469,2.1543,1.7566,1.7105,0.0,0
90.0,0.7072,4.2456,8.5364,10.1301,2.1433,0.0,0
90.0,0.9002,2.1053,4.6936,2.9595,0.9166,0.0,0
90.0,0.2626,1.4116,3.2708,2.5706,0.741,0.0,0
90.0,2.413,1.3987,13.5868,12.7787,1.0912,0.0,0
90.0,1.8579,2.8357,12.773,12.5403,0.7334,0.0,0
90.0,0.3097,1.3414,5.3406,3.3379,1.4067,0.0,0
90.0,0.2976,0.6508,3.3762,2.754,2.1107,0.0,0
75.8068,11.7581,9.032,54.8762,50.2946,1.0367,0.0,0
90.0,0.5852,1.4519,2.1549,2.8309,2.5748,0.0,0
90.0,0.2743,0.2199,0.6995,0.545,1.9512,0.0,0
90.0,0.407,0.6149,3.8718,2.6656,1.3795,0.0,0
90.0,1.6102,2.0954,9.8092,8.5965,1.0751,0.0,0
90.0,1.2893,1.1753,5.7288,5.4546,1.1788,0.0,0
90.0,1.8803,0.4918,5.9022,3.7921,2.2378,0.0,0
90.0,2.0204,7.3312,20.0149,12.9813,0.3396,0.0,0
44.2114,4.6802,0.4305,14.2788,16.0107,0.8754,0.0,0
90.0,6.3298,5.6997,31.5518,30.7126,0.7825,0.0,0
90.0,5.7381,3.2144,25.7596,17.8681,0.8393,0.0,0
3.4336,11.7515,5.8524,36.8633,35.1264,0.7431,0.0,0
90.0,1.4282,0.948,5.7007,6.5694,1.3331,0.0,0
34.5746,3.7308,3.1597,15.6831,17.2487,3.0254,0.0,0
90.0,3.5025,2.9423,13.211,10.6898,2.7846,0.0,0
0.0,0.2123,0.0439,1.0501,1.2034,2.6422,0.0,0
90.0,1.4473,1.1649,7.4111,6.2369,1.9119,0.0,0
90.0,1.3729,1.5037,10.5057,9.1342,0.3017,0.0,0
90.0,0.3545,4.8942,15.1763,9.4249,0.8806,0.0,0
